Grid Size,100
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
1,1,0,0,0,0,0,0,0,0
0,1,43,99,1,1,0,-7.0,49.0,3.0
0,1,43,98,1,1,0,-7.0,48.0,3.0
0,1,44,98,1,1,0,-6.0,48.0,3.0
0,1,45,98,1,1,0,-5.0,48.0,3.0
0,1,45,99,1,1,0,-5.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,45,1,1,1,0,-5.0,-49.0,3.0
0,1,44,2,1,1,0,-6.0,-48.0,3.0
0,1,44,1,1,1,0,-6.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,1,1,1,0,-4.0,-49.0,3.0
0,1,46,2,1,1,0,-4.0,-48.0,3.0
0,1,45,2,1,1,0,-5.0,-48.0,3.0
0,0,45,2,1,1,0,-5.0,-48.0,3.0
0,1,44,3,1,1,0,-6.0,-47.0,3.0
0,1,44,2,1,1,0,-6.0,-48.0,3.0
0,1,44,1,1,1,0,-6.0,-49.0,3.0
0,1,45,1,1,1,0,-5.0,-49.0,3.0
0,1,46,1,1,1,0,-4.0,-49.0,3.0
0,1,46,2,1,1,0,-4.0,-48.0,3.0
0,1,46,3,1,1,0,-4.0,-47.0,3.0
0,1,45,3,1,1,0,-5.0,-47.0,3.0
0,0,45,3,1,1,0,-5.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,44,3,1,1,0,-6.0,-47.0,3.0
0,1,44,2,1,1,0,-6.0,-48.0,3.0
0,1,45,2,1,1,0,-5.0,-48.0,3.0
0,1,46,2,1,1,0,-4.0,-48.0,3.0
0,1,46,3,1,1,0,-4.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,45,12,1,1,0,-5.0,-38.0,3.0
0,1,44,13,1,1,0,-6.0,-37.0,3.0
0,1,44,12,1,1,0,-6.0,-38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,12,1,1,0,-4.0,-38.0,3.0
0,1,46,13,1,1,0,-4.0,-37.0,3.0
0,1,45,13,1,1,0,-5.0,-37.0,3.0
0,0,45,13,1,1,0,-5.0,-37.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,44,13,1,1,0,-6.0,-37.0,3.0
0,1,44,12,1,1,0,-6.0,-38.0,3.0
0,1,45,12,1,1,0,-5.0,-38.0,3.0
0,1,46,12,1,1,0,-4.0,-38.0,3.0
0,1,46,13,1,1,0,-4.0,-37.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,45,20,1,1,0,-5.0,-30.0,3.0
0,1,44,21,1,1,0,-6.0,-29.0,3.0
0,1,44,20,1,1,0,-6.0,-30.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,20,1,1,0,-4.0,-30.0,3.0
0,1,46,21,1,1,0,-4.0,-29.0,3.0
0,1,45,21,1,1,0,-5.0,-29.0,3.0
0,0,45,21,1,1,0,-5.0,-29.0,3.0
0,1,44,22,1,1,0,-6.0,-28.0,3.0
0,1,44,21,1,1,0,-6.0,-29.0,3.0
0,1,44,20,1,1,0,-6.0,-30.0,3.0
0,1,45,20,1,1,0,-5.0,-30.0,3.0
0,1,46,20,1,1,0,-4.0,-30.0,3.0
0,1,46,21,1,1,0,-4.0,-29.0,3.0
0,1,46,22,1,1,0,-4.0,-28.0,3.0
0,1,45,22,1,1,0,-5.0,-28.0,3.0
0,0,45,22,1,1,0,-5.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,44,22,1,1,0,-6.0,-28.0,3.0
0,1,44,21,1,1,0,-6.0,-29.0,3.0
0,1,45,21,1,1,0,-5.0,-29.0,3.0
0,1,46,21,1,1,0,-4.0,-29.0,3.0
0,1,46,22,1,1,0,-4.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,45,29,1,1,0,-5.0,-21.0,3.0
0,1,44,30,1,1,0,-6.0,-20.0,3.0
0,1,44,29,1,1,0,-6.0,-21.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,29,1,1,0,-4.0,-21.0,3.0
0,1,46,30,1,1,0,-4.0,-20.0,3.0
0,1,45,30,1,1,0,-5.0,-20.0,3.0
0,0,45,30,1,1,0,-5.0,-20.0,3.0
0,1,44,31,1,1,0,-6.0,-19.0,3.0
0,1,44,30,1,1,0,-6.0,-20.0,3.0
0,1,44,29,1,1,0,-6.0,-21.0,3.0
0,1,45,29,1,1,0,-5.0,-21.0,3.0
0,1,46,29,1,1,0,-4.0,-21.0,3.0
0,1,46,30,1,1,0,-4.0,-20.0,3.0
0,1,46,31,1,1,0,-4.0,-19.0,3.0
0,1,45,31,1,1,0,-5.0,-19.0,3.0
0,0,45,31,1,1,0,-5.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,44,31,1,1,0,-6.0,-19.0,3.0
0,1,44,30,1,1,0,-6.0,-20.0,3.0
0,1,45,30,1,1,0,-5.0,-20.0,3.0
0,1,46,30,1,1,0,-4.0,-20.0,3.0
0,1,46,31,1,1,0,-4.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,45,49,1,1,0,-5.0,-1.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,48,1,1,0,-4.0,-2.0,3.0
0,1,46,49,1,1,0,-4.0,-1.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,45,50,1,1,0,-5.0,0.0,3.0
0,0,45,50,1,1,0,-5.0,0.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,45,49,1,1,0,-5.0,-1.0,3.0
0,1,46,49,1,1,0,-4.0,-1.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,51,1,1,0,-4.0,1.0,3.0
0,1,45,51,1,1,0,-5.0,1.0,3.0
0,0,45,51,1,1,0,-5.0,1.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,45,50,1,1,0,-5.0,0.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,51,1,1,0,-4.0,1.0,3.0
0,1,46,52,1,1,0,-4.0,2.0,3.0
1,1,0,0,0,0,0,0,0,0
0,0,45,69,1,1,0,-5.0,19.0,3.0
0,1,44,70,1,1,0,-6.0,20.0,3.0
0,1,44,69,1,1,0,-6.0,19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,69,1,1,0,-4.0,19.0,3.0
0,1,46,70,1,1,0,-4.0,20.0,3.0
0,1,45,70,1,1,0,-5.0,20.0,3.0
0,0,45,70,1,1,0,-5.0,20.0,3.0
0,1,44,71,1,1,0,-6.0,21.0,3.0
0,1,44,70,1,1,0,-6.0,20.0,3.0
0,1,44,69,1,1,0,-6.0,19.0,3.0
0,1,45,69,1,1,0,-5.0,19.0,3.0
0,1,46,69,1,1,0,-4.0,19.0,3.0
0,1,46,70,1,1,0,-4.0,20.0,3.0
0,1,46,71,1,1,0,-4.0,21.0,3.0
0,1,45,71,1,1,0,-5.0,21.0,3.0
0,0,45,71,1,1,0,-5.0,21.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,44,71,1,1,0,-6.0,21.0,3.0
0,1,44,70,1,1,0,-6.0,20.0,3.0
0,1,45,70,1,1,0,-5.0,20.0,3.0
0,1,46,70,1,1,0,-4.0,20.0,3.0
0,1,46,71,1,1,0,-4.0,21.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,45,78,1,1,0,-5.0,28.0,3.0
0,1,44,79,1,1,0,-6.0,29.0,3.0
0,1,44,78,1,1,0,-6.0,28.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,78,1,1,0,-4.0,28.0,3.0
0,1,46,79,1,1,0,-4.0,29.0,3.0
0,1,45,79,1,1,0,-5.0,29.0,3.0
0,0,45,79,1,1,0,-5.0,29.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,44,79,1,1,0,-6.0,29.0,3.0
0,1,44,78,1,1,0,-6.0,28.0,3.0
0,1,45,78,1,1,0,-5.0,28.0,3.0
0,1,46,78,1,1,0,-4.0,28.0,3.0
0,1,46,79,1,1,0,-4.0,29.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,45,87,1,1,0,-5.0,37.0,3.0
0,1,44,88,1,1,0,-6.0,38.0,3.0
0,1,44,87,1,1,0,-6.0,37.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,87,1,1,0,-4.0,37.0,3.0
0,1,46,88,1,1,0,-4.0,38.0,3.0
0,1,45,88,1,1,0,-5.0,38.0,3.0
0,0,45,88,1,1,0,-5.0,38.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,44,88,1,1,0,-6.0,38.0,3.0
0,1,44,87,1,1,0,-6.0,37.0,3.0
0,1,45,87,1,1,0,-5.0,37.0,3.0
0,1,46,87,1,1,0,-4.0,37.0,3.0
0,1,46,88,1,1,0,-4.0,38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,45,97,1,1,0,-5.0,47.0,3.0
0,1,44,98,1,1,0,-6.0,48.0,3.0
0,1,44,97,1,1,0,-6.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,97,1,1,0,-4.0,47.0,3.0
0,1,46,98,1,1,0,-4.0,48.0,3.0
0,1,45,98,1,1,0,-5.0,48.0,3.0
0,0,45,98,1,1,0,-5.0,48.0,3.0
0,1,44,99,1,1,0,-6.0,49.0,3.0
0,1,44,98,1,1,0,-6.0,48.0,3.0
0,1,44,97,1,1,0,-6.0,47.0,3.0
0,1,45,97,1,1,0,-5.0,47.0,3.0
0,1,46,97,1,1,0,-4.0,47.0,3.0
0,1,46,98,1,1,0,-4.0,48.0,3.0
0,1,46,99,1,1,0,-4.0,49.0,3.0
0,1,45,99,1,1,0,-5.0,49.0,3.0
0,0,45,99,1,1,0,-5.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,44,99,1,1,0,-6.0,49.0,3.0
0,1,44,98,1,1,0,-6.0,48.0,3.0
0,1,45,98,1,1,0,-5.0,48.0,3.0
0,1,46,98,1,1,0,-4.0,48.0,3.0
0,1,46,99,1,1,0,-4.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,46,1,1,1,0,-4.0,-49.0,3.0
0,1,45,2,1,1,0,-5.0,-48.0,3.0
0,1,45,1,1,1,0,-5.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,47,1,1,1,0,-3.0,-49.0,3.0
0,1,47,2,1,1,0,-3.0,-48.0,3.0
0,1,46,2,1,1,0,-4.0,-48.0,3.0
0,0,46,2,1,1,0,-4.0,-48.0,3.0
0,1,45,3,1,1,0,-5.0,-47.0,3.0
0,1,45,2,1,1,0,-5.0,-48.0,3.0
0,1,45,1,1,1,0,-5.0,-49.0,3.0
0,1,46,1,1,1,0,-4.0,-49.0,3.0
0,1,47,1,1,1,0,-3.0,-49.0,3.0
0,1,47,2,1,1,0,-3.0,-48.0,3.0
0,1,47,3,1,1,0,-3.0,-47.0,3.0
0,1,46,3,1,1,0,-4.0,-47.0,3.0
0,0,46,3,1,1,0,-4.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,45,3,1,1,0,-5.0,-47.0,3.0
0,1,45,2,1,1,0,-5.0,-48.0,3.0
0,1,46,2,1,1,0,-4.0,-48.0,3.0
0,1,47,2,1,1,0,-3.0,-48.0,3.0
0,1,47,3,1,1,0,-3.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,46,12,1,1,0,-4.0,-38.0,3.0
0,1,45,13,1,1,0,-5.0,-37.0,3.0
0,1,45,12,1,1,0,-5.0,-38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,47,12,1,1,0,-3.0,-38.0,3.0
0,1,47,13,1,1,0,-3.0,-37.0,3.0
0,1,46,13,1,1,0,-4.0,-37.0,3.0
0,0,46,13,1,1,0,-4.0,-37.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,45,13,1,1,0,-5.0,-37.0,3.0
0,1,45,12,1,1,0,-5.0,-38.0,3.0
0,1,46,12,1,1,0,-4.0,-38.0,3.0
0,1,47,12,1,1,0,-3.0,-38.0,3.0
0,1,47,13,1,1,0,-3.0,-37.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,46,20,1,1,0,-4.0,-30.0,3.0
0,1,45,21,1,1,0,-5.0,-29.0,3.0
0,1,45,20,1,1,0,-5.0,-30.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,47,20,1,1,0,-3.0,-30.0,3.0
0,1,47,21,1,1,0,-3.0,-29.0,3.0
0,1,46,21,1,1,0,-4.0,-29.0,3.0
0,0,46,21,1,1,0,-4.0,-29.0,3.0
0,1,45,22,1,1,0,-5.0,-28.0,3.0
0,1,45,21,1,1,0,-5.0,-29.0,3.0
0,1,45,20,1,1,0,-5.0,-30.0,3.0
0,1,46,20,1,1,0,-4.0,-30.0,3.0
0,1,47,20,1,1,0,-3.0,-30.0,3.0
0,1,47,21,1,1,0,-3.0,-29.0,3.0
0,1,47,22,1,1,0,-3.0,-28.0,3.0
0,1,46,22,1,1,0,-4.0,-28.0,3.0
0,0,46,22,1,1,0,-4.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,45,22,1,1,0,-5.0,-28.0,3.0
0,1,45,21,1,1,0,-5.0,-29.0,3.0
0,1,46,21,1,1,0,-4.0,-29.0,3.0
0,1,47,21,1,1,0,-3.0,-29.0,3.0
0,1,47,22,1,1,0,-3.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,46,29,1,1,0,-4.0,-21.0,3.0
0,1,45,30,1,1,0,-5.0,-20.0,3.0
0,1,45,29,1,1,0,-5.0,-21.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,47,29,1,1,0,-3.0,-21.0,3.0
0,1,47,30,1,1,0,-3.0,-20.0,3.0
0,1,46,30,1,1,0,-4.0,-20.0,3.0
0,0,46,30,1,1,0,-4.0,-20.0,3.0
0,1,45,31,1,1,0,-5.0,-19.0,3.0
0,1,45,30,1,1,0,-5.0,-20.0,3.0
0,1,45,29,1,1,0,-5.0,-21.0,3.0
0,1,46,29,1,1,0,-4.0,-21.0,3.0
0,1,47,29,1,1,0,-3.0,-21.0,3.0
0,1,47,30,1,1,0,-3.0,-20.0,3.0
0,1,47,31,1,1,0,-3.0,-19.0,3.0
0,1,46,31,1,1,0,-4.0,-19.0,3.0
0,0,46,31,1,1,0,-4.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,45,31,1,1,0,-5.0,-19.0,3.0
0,1,45,30,1,1,0,-5.0,-20.0,3.0
0,1,46,30,1,1,0,-4.0,-20.0,3.0
0,1,47,30,1,1,0,-3.0,-20.0,3.0
0,1,47,31,1,1,0,-3.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,46,47,1,1,0,-4.0,-3.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,47,46,1,1,0,-3.0,-4.0,3.0
0,1,47,47,1,1,0,-3.0,-3.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,48,1,1,0,-4.0,-2.0,3.0
0,0,46,48,1,1,0,-4.0,-2.0,3.0
0,1,45,49,1,1,0,-5.0,-1.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,47,1,1,0,-4.0,-3.0,3.0
0,1,47,47,1,1,0,-3.0,-3.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,49,1,1,0,-4.0,-1.0,3.0
0,0,46,49,1,1,0,-4.0,-1.0,3.0
0,1,45,50,1,1,0,-5.0,0.0,3.0
0,1,45,49,1,1,0,-5.0,-1.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,48,1,1,0,-4.0,-2.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,46,51,1,1,0,-4.0,1.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,45,51,1,1,0,-5.0,1.0,3.0
0,1,45,50,1,1,0,-5.0,0.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,52,1,1,0,-4.0,2.0,3.0
0,0,46,52,1,1,0,-4.0,2.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,45,51,1,1,0,-5.0,1.0,3.0
0,1,46,51,1,1,0,-4.0,1.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,47,53,1,1,0,-3.0,3.0,3.0
0,1,46,53,1,1,0,-4.0,3.0,3.0
0,0,46,53,1,1,0,-4.0,3.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,52,1,1,0,-4.0,2.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,53,1,1,0,-3.0,3.0,3.0
0,1,47,54,1,1,0,-3.0,4.0,3.0
1,1,0,0,0,0,0,0,0,0
0,0,46,69,1,1,0,-4.0,19.0,3.0
0,1,45,70,1,1,0,-5.0,20.0,3.0
0,1,45,69,1,1,0,-5.0,19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,47,69,1,1,0,-3.0,19.0,3.0
0,1,47,70,1,1,0,-3.0,20.0,3.0
0,1,46,70,1,1,0,-4.0,20.0,3.0
0,0,46,70,1,1,0,-4.0,20.0,3.0
0,1,45,71,1,1,0,-5.0,21.0,3.0
0,1,45,70,1,1,0,-5.0,20.0,3.0
0,1,45,69,1,1,0,-5.0,19.0,3.0
0,1,46,69,1,1,0,-4.0,19.0,3.0
0,1,47,69,1,1,0,-3.0,19.0,3.0
0,1,47,70,1,1,0,-3.0,20.0,3.0
0,1,47,71,1,1,0,-3.0,21.0,3.0
0,1,46,71,1,1,0,-4.0,21.0,3.0
0,0,46,71,1,1,0,-4.0,21.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,45,71,1,1,0,-5.0,21.0,3.0
0,1,45,70,1,1,0,-5.0,20.0,3.0
0,1,46,70,1,1,0,-4.0,20.0,3.0
0,1,47,70,1,1,0,-3.0,20.0,3.0
0,1,47,71,1,1,0,-3.0,21.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,46,78,1,1,0,-4.0,28.0,3.0
0,1,45,79,1,1,0,-5.0,29.0,3.0
0,1,45,78,1,1,0,-5.0,28.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,47,78,1,1,0,-3.0,28.0,3.0
0,1,47,79,1,1,0,-3.0,29.0,3.0
0,1,46,79,1,1,0,-4.0,29.0,3.0
0,0,46,79,1,1,0,-4.0,29.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,45,79,1,1,0,-5.0,29.0,3.0
0,1,45,78,1,1,0,-5.0,28.0,3.0
0,1,46,78,1,1,0,-4.0,28.0,3.0
0,1,47,78,1,1,0,-3.0,28.0,3.0
0,1,47,79,1,1,0,-3.0,29.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,46,87,1,1,0,-4.0,37.0,3.0
0,1,45,88,1,1,0,-5.0,38.0,3.0
0,1,45,87,1,1,0,-5.0,37.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,47,87,1,1,0,-3.0,37.0,3.0
0,1,47,88,1,1,0,-3.0,38.0,3.0
0,1,46,88,1,1,0,-4.0,38.0,3.0
0,0,46,88,1,1,0,-4.0,38.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,45,88,1,1,0,-5.0,38.0,3.0
0,1,45,87,1,1,0,-5.0,37.0,3.0
0,1,46,87,1,1,0,-4.0,37.0,3.0
0,1,47,87,1,1,0,-3.0,37.0,3.0
0,1,47,88,1,1,0,-3.0,38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,46,97,1,1,0,-4.0,47.0,3.0
0,1,45,98,1,1,0,-5.0,48.0,3.0
0,1,45,97,1,1,0,-5.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,47,97,1,1,0,-3.0,47.0,3.0
0,1,47,98,1,1,0,-3.0,48.0,3.0
0,1,46,98,1,1,0,-4.0,48.0,3.0
0,0,46,98,1,1,0,-4.0,48.0,3.0
0,1,45,99,1,1,0,-5.0,49.0,3.0
0,1,45,98,1,1,0,-5.0,48.0,3.0
0,1,45,97,1,1,0,-5.0,47.0,3.0
0,1,46,97,1,1,0,-4.0,47.0,3.0
0,1,47,97,1,1,0,-3.0,47.0,3.0
0,1,47,98,1,1,0,-3.0,48.0,3.0
0,1,47,99,1,1,0,-3.0,49.0,3.0
0,1,46,99,1,1,0,-4.0,49.0,3.0
0,0,46,99,1,1,0,-4.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,45,99,1,1,0,-5.0,49.0,3.0
0,1,45,98,1,1,0,-5.0,48.0,3.0
0,1,46,98,1,1,0,-4.0,48.0,3.0
0,1,47,98,1,1,0,-3.0,48.0,3.0
0,1,47,99,1,1,0,-3.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,47,1,1,1,0,-3.0,-49.0,3.0
0,1,46,2,1,1,0,-4.0,-48.0,3.0
0,1,46,1,1,1,0,-4.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,1,1,1,0,-2.0,-49.0,3.0
0,1,48,2,1,1,0,-2.0,-48.0,3.0
0,1,47,2,1,1,0,-3.0,-48.0,3.0
0,0,47,2,1,1,0,-3.0,-48.0,3.0
0,1,46,3,1,1,0,-4.0,-47.0,3.0
0,1,46,2,1,1,0,-4.0,-48.0,3.0
0,1,46,1,1,1,0,-4.0,-49.0,3.0
0,1,47,1,1,1,0,-3.0,-49.0,3.0
0,1,48,1,1,1,0,-2.0,-49.0,3.0
0,1,48,2,1,1,0,-2.0,-48.0,3.0
0,1,48,3,1,1,0,-2.0,-47.0,3.0
0,1,47,3,1,1,0,-3.0,-47.0,3.0
0,0,47,3,1,1,0,-3.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,3,1,1,0,-4.0,-47.0,3.0
0,1,46,2,1,1,0,-4.0,-48.0,3.0
0,1,47,2,1,1,0,-3.0,-48.0,3.0
0,1,48,2,1,1,0,-2.0,-48.0,3.0
0,1,48,3,1,1,0,-2.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,47,12,1,1,0,-3.0,-38.0,3.0
0,1,46,13,1,1,0,-4.0,-37.0,3.0
0,1,46,12,1,1,0,-4.0,-38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,12,1,1,0,-2.0,-38.0,3.0
0,1,48,13,1,1,0,-2.0,-37.0,3.0
0,1,47,13,1,1,0,-3.0,-37.0,3.0
0,0,47,13,1,1,0,-3.0,-37.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,13,1,1,0,-4.0,-37.0,3.0
0,1,46,12,1,1,0,-4.0,-38.0,3.0
0,1,47,12,1,1,0,-3.0,-38.0,3.0
0,1,48,12,1,1,0,-2.0,-38.0,3.0
0,1,48,13,1,1,0,-2.0,-37.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,47,20,1,1,0,-3.0,-30.0,3.0
0,1,46,21,1,1,0,-4.0,-29.0,3.0
0,1,46,20,1,1,0,-4.0,-30.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,20,1,1,0,-2.0,-30.0,3.0
0,1,48,21,1,1,0,-2.0,-29.0,3.0
0,1,47,21,1,1,0,-3.0,-29.0,3.0
0,0,47,21,1,1,0,-3.0,-29.0,3.0
0,1,46,22,1,1,0,-4.0,-28.0,3.0
0,1,46,21,1,1,0,-4.0,-29.0,3.0
0,1,46,20,1,1,0,-4.0,-30.0,3.0
0,1,47,20,1,1,0,-3.0,-30.0,3.0
0,1,48,20,1,1,0,-2.0,-30.0,3.0
0,1,48,21,1,1,0,-2.0,-29.0,3.0
0,1,48,22,1,1,0,-2.0,-28.0,3.0
0,1,47,22,1,1,0,-3.0,-28.0,3.0
0,0,47,22,1,1,0,-3.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,22,1,1,0,-4.0,-28.0,3.0
0,1,46,21,1,1,0,-4.0,-29.0,3.0
0,1,47,21,1,1,0,-3.0,-29.0,3.0
0,1,48,21,1,1,0,-2.0,-29.0,3.0
0,1,48,22,1,1,0,-2.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,47,29,1,1,0,-3.0,-21.0,3.0
0,1,46,30,1,1,0,-4.0,-20.0,3.0
0,1,46,29,1,1,0,-4.0,-21.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,29,1,1,0,-2.0,-21.0,3.0
0,1,48,30,1,1,0,-2.0,-20.0,3.0
0,1,47,30,1,1,0,-3.0,-20.0,3.0
0,0,47,30,1,1,0,-3.0,-20.0,3.0
0,1,46,31,1,1,0,-4.0,-19.0,3.0
